,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.01949
11,0.0445
12,0.07195
13,0.19058
14,0.32459
15,0.34986
16,0.41438
17,0.38198000000000004
18,0.44566000000000006
19,0.51405
20,-0.42172692307692294
21,0.18137307692307703
22,-0.18792692307692294
23,0.265423076923077
24,0.18722307692307694
25,0.39967307692307696
26,0.35727307692307697
27,-0.265726923076923
28,0.230073076923077
29,0.1219730769230769
30,-0.143026923076923
31,-0.39952692307692295
32,-0.32507692307692304
33,0.42388000000000003
34,0.31406
35,0.17146
36,0.07315
37,0.015009999999999999
38,0.006509999999999999
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0047
60,0.01296
61,0.01929
62,0.03137
63,0.041010000000000005
64,0.04911
65,0.07118
66,0.07857
67,0.09919
68,0.12769
69,-0.14050428571428564
70,0.0775557142857144
71,0.03784571428571437
72,0.05820571428571436
73,0.0896057142857144
74,0.017225714285714344
75,-0.13993428571428562
76,-0.04201399999999997
77,0.017066000000000026
78,0.021766000000000035
79,0.03196600000000002
80,-0.028783999999999976
81,0.054439999999999995
82,0.035089999999999996
83,0.026000000000000002
84,0.013640000000000001
85,0.00748
86,2.9999999999999997e-05
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.00315
107,0.026560000000000004
108,0.06517
109,0.0725
110,0.0988
111,0.14679
112,0.14057
113,0.15703
114,-0.12632187499999992
115,-0.027061874999999902
116,0.01272812500000009
117,0.07099812500000008
118,0.36702812500000004
119,0.24997812500000005
120,0.14707812500000006
121,0.035238125000000065
122,-0.06584187499999988
123,-0.10280187499999993
124,-0.1539318749999999
125,-0.10512187499999992
126,-0.1304718749999999
127,-0.07637187499999992
128,-0.009581874999999906
129,-0.08554187499999988
130,0.11047
131,0.0859
132,0.033780000000000004
133,0.01318
134,0.00091
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.02914
155,0.07595
156,0.12625
157,0.20463
158,0.34084000000000003
159,-0.3038142857142858
160,-0.03121428571428586
161,0.1507357142857142
162,0.19923571428571418
163,0.015185714285714136
164,0.2292357142857142
165,0.3061357142857142
166,0.016285714285714126
167,-0.14406428571428587
168,-0.12811428571428585
169,0.04768571428571411
170,-0.2979142857142858
171,0.09708571428571411
172,-0.15646428571428583
173,0.35584
174,0.3984
175,0.31053000000000003
176,0.46315
177,0.28472
178,0.27497
179,0.16552999999999998
180,0.12034
181,0.056670000000000005
182,0.018269999999999998
183,0.00032
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.02226
203,0.036910000000000005
204,0.08363999999999999
205,0.1776
206,0.25858000000000003
207,-0.1579120000000001
208,0.05554799999999993
209,0.26184799999999997
210,0.43864800000000004
211,0.48769799999999985
212,-0.1599620000000001
213,-0.07445200000000007
214,-0.118842
215,-0.28097200000000006
216,-0.29064200000000007
217,-0.28773200000000004
218,-0.22222200000000003
219,-0.35177200000000003
220,-0.25171200000000005
221,0.33059799999999995
222,0.5088479999999999
223,-0.006601999999999997
224,0.3077979999999999
225,0.005097999999999936
226,-0.19326200000000004
227,0.20889000000000002
228,0.09547
229,0.03171
230,0.01554
231,0.00037999999999999997
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.00135
251,0.02411
252,0.04115
253,0.03464
254,0.04931
255,0.04027
256,0.07771
257,0.16862
258,0.1366
259,-0.13333000000000017
260,-0.1572800000000002
261,0.0531299999999999
262,0.06887999999999983
263,0.15072999999999992
264,0.09802999999999984
265,-0.06767000000000012
266,-0.09489000000000014
267,0.13627999999999985
268,0.017629999999999812
269,0.1822299999999999
270,-0.05382000000000009
271,-0.19992000000000015
272,0.21585
273,0.07078
274,0.05265
275,0.02705
276,0.007809999999999999
277,0.01089
278,0.0039
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.02429
299,0.04858
300,0.07771
301,0.13421
302,0.18736
303,0.32883
304,0.48058999999999996
305,-0.30048461538461557
306,-0.4284346153846156
307,-0.10688461538461547
308,-0.07808461538461553
309,-0.031134615384615483
310,0.2994653846153845
311,0.5271153846153844
312,0.5638653846153845
313,0.3441153846153844
314,-0.2711846153846156
315,-0.015784615384615508
316,-0.3003846153846156
317,-0.20218461538461552
318,0.39651
319,0.62805
320,0.45286000000000004
321,0.65585
322,0.35033000000000003
323,0.19249000000000002
324,0.10627
325,0.08377000000000001
326,0.033819999999999996
327,0.00056
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.01977
347,0.050460000000000005
348,0.10232000000000001
349,-0.051974761904761885
350,0.04900523809523813
351,0.06900523809523809
352,0.013585238095238122
353,0.08120523809523814
354,0.18633523809523808
355,-0.000954761904761875
356,0.2637152380952381
357,0.07121523809523808
358,-0.04687476190476189
359,0.026725238095238163
360,0.024225238095238133
361,-0.040834761904761874
362,-0.07513476190476187
363,-0.09690476190476188
364,-0.05141476190476185
365,-0.056284761904761865
366,-0.10710476190476187
367,-0.08311476190476186
368,-0.07570476190476189
369,-0.09871476190476186
370,0.09391000000000001
371,0.06501
372,0.026860000000000002
373,0.011090000000000001
374,0.00015
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.005
396,0.016909999999999998
397,0.0322
398,0.06433
399,-0.035847368421052586
400,-0.05075736842105258
401,-0.031877368421052585
402,0.004372631578947406
403,-0.05268736842105258
404,0.008902631578947412
405,0.03248263157894743
406,-0.007147368421052597
407,0.04656263157894741
